	TCGA-BH-A0B5	TCGA-BH-A0C3	TCGA-A7-A13F	TCGA-BH-A18P	TCGA-AC-A2FM
ABCC6P2	0.188392615	0.109152584	0.811842909	0.157316882	0.091941139
BEAN1	0.462862707	0.167279034	0.116023728	0.147971817	0.076042387
AAR2	20.68137493	15.65030167	20.73573369	22.42557814	35.04518419
OSBP2	0.961498264	0.687213263	15.88846245	2.365842407	0.965574078
LRP2	1.640910103	0.283169057	1.749874715	7.240788447	17.48795673
LRP3	5.39935268	6.645046475	10.67917004	8.110336238	8.211227959
LRP1	30.4143803	67.37118084	16.83724267	18.5346977	7.411854861
LRP6	10.80707392	5.699508226	1.166567682	10.08025764	1.574188489
MIR3138	0.412396029	0.238937668	0.222142991	0	0.201261396
LRP5	8.829918155	29.59912074	11.75570329	7.003093875	11.29055537
MIR3136	0	0.251190882	0	0	0
MIR3137	0	0	0	0	0
LRP8	0.542289923	1.846980253	2.452321758	0.765282679	0.672493236
MIR3132	0	0	0	0	0
MIR3133	0.433544543	0	0	0	0
MIR3131	0	0	0	0	0
HLA-DOA	8.268684288	9.225066522	9.502869635	9.68494797	3.887274576
HLA-DOB	0.782620236	1.012334404	0.333334047	1.195597012	0.133235478
LOC105378231	0.086321568	0.137537828	0.011624585	0.048055104	0.042127465
CALR3	0.011580984	0.04025936	0.037429572	0.025788475	0.079126056
STIM2	3.744333897	5.464683262	2.320138693	2.841957893	3.439708449
ANTXR1	46.82869014	29.23493592	29.13403292	40.29848591	7.65388361
ANTXR2	3.789954625	11.05576023	2.448707593	4.368589649	1.713251919
OR51S1	0	0	0	0	0
MAP2	0.332050337	1.181438141	0.540530648	0.861556834	0.613935188
C8A	0	0	0	0	0
C8B	0.024783052	0	0.07342359	0	0
MAP6	1.926587573	0.526903429	1.59136291	1.609524758	0.841462228
MAP7	5.990985455	5.640104569	7.330433225	21.87735722	9.450011418
MAP4	28.39757505	24.23594042	32.66381831	14.06484667	19.46155548
C8G	0.363262908	1.7602986	0.231254325	0.220612346	0.386799246
TEAD3	18.8177689	7.635180226	11.18299614	30.57458245	10.06676996
TEAD2	33.05049719	7.107353275	9.49296018	49.63511271	3.793574708
TEAD1	9.694664178	12.9046139	6.319956323	6.752833591	4.725716093
CAMLG	18.60591251	20.58091378	26.85199663	18.85949155	18.88123686
TEAD4	9.451347372	6.700560992	9.075792693	8.169906969	4.961199719
PTPN22	1.01006347	1.409748159	0.404524212	1.0911566	0.190579301
FAM180A	0.917034242	1.582323559	0.512001779	0.588765384	0.6990766
FAM180B	0.133998998	0.635216134	0	0.067815515	0.939316517
PTPN21	2.533034992	4.77106445	1.022110057	4.199867266	1.490575209
PLEKHF1	2.365008932	2.94514516	0.754175869	0.751338229	1.680506385
MIR6505	0.952576743	0	0	0	0
MIR6506	12.92081061	11.89138876	7.095107569	11.4756943	7.974367653
PLEKHF2	36.79172045	41.93390347	12.91417692	37.04505821	64.81951432
MIR6508	0	0	0	0	0
MIR6509	0.79568175	0.461009148	0	0	0
CHIT1	1.203044043	0.988515733	0.252145227	0.104721893	0.219903461
SERPINI1	0.916037664	184.6415039	13.4320257	9.545148667	3.508174248
SERPINI2	0.214707774	0.006911072	0.0128506	0.039842512	0.005821317
FANK1	6.815258725	0.966906745	1.491062618	3.009646125	2.838356642
TMEM220-AS1	0.257404182	0.335558514	0.147320328	0.152252605	0.219836425
FLJ27354	0.178151924	0.375342697	0.148308108	0.108193028	0.1264631
KRT73-AS1	0	0	0	0	0
MTPN	48.05074664	58.99146324	40.86595424	62.08703477	59.92386136
EPHA10	1.134544375	0.629702755	1.233449503	0.697415018	3.0954062
DMRTA2	0.015728593	0	0	0.017512174	0.010234688
DMRTA1	0.018216811	0.292011091	0.003270915	0.043945525	0.023707573
EBPL	16.46862302	16.65395545	12.55670662	15.29892691	15.74427651
YY1AP1	23.74118007	12.60354393	19.10811732	30.90166816	13.31890854
TOM1L2	9.384146902	10.41814421	5.666496756	7.623129661	18.07549
MAPT	10.48265375	1.204201005	4.458701653	0.097156179	23.86029394
ANTXRL	0.016357534	0.037909491	0.005874146	0	0
HLA-DQA1	7.583931419	30.90681328	9.984857634	21.97813207	7.626316418
HLA-DQA2	31.99695279	17.39447408	18.66992314	17.35560992	1.212850829
KRT7-AS	11.88470304	0.705945786	1.764547515	6.037976172	0.136472583
UTS2B	0.02195875	0.249364039	0.009462714	0.024448814	0.030006245
C14orf28	0.962684312	1.673305718	0.711846407	0.876968331	2.084284688
MIR1193	0	0	0	0	0
MIR1197	0	0	0	0	0
LOC102723517	0.167502163	0.043946666	0.04426251	0.147789654	0.027762787
UTS2R	0.049840051	0.072191926	0.067117632	0.041618836	0.048646822
MSR1	8.185733877	5.434944952	8.331385864	3.029155488	2.328057452
AVIL	1.076683468	0.728619908	0.491815303	0.482707355	1.389998898
ANKMY1	2.72399848	0.768214686	0.761832197	1.42869096	2.003074345
ANKMY2	6.688647437	5.128201791	4.499679857	7.031561171	11.76751549
MYCBP2	7.036880651	11.18189325	2.91542997	6.681341861	5.172007663
TUBG1	17.59550689	39.15327171	52.75080622	28.8357081	24.82702485
LINC01252	0.182767657	0.149800626	0.038419668	0.069485425	0.435102412
HK2	20.23746463	11.30532945	4.992502538	25.97210745	31.57533757
TTTY8B	0	0	0	0	0
HK1	44.44920249	28.83926111	29.17875438	41.0300457	37.81957811
MTCH2	24.85750162	18.30788743	34.13011969	40.14002415	32.37453167
TBX2	0.953524738	2.011610242	1.347522552	1.214654716	5.513006647
LINC01255	0	0	0	0	0
MOB3C	3.186728273	3.954345705	2.940503318	2.147949818	2.354445354
MSRA	2.185639502	3.314126308	1.667513533	2.827004272	3.160316505
SUPT4H1	27.32644394	37.28209138	37.75447819	23.37125525	54.27319945
MOB3A	15.64490782	11.64523107	14.299498	12.40065771	8.945824098
KRT42P	0.120172261	0.009283529	0.008631	0.017839931	0
KBTBD11-OT1	0	0.288484252	0.379959913	0.138593277	0.202496129
LINC01258	0.008211868	0	0	0	0
MAPKAPK5	4.021229335	2.4718431	2.804019968	2.905963071	4.538856896
MAPKAPK3	10.94442897	18.23872584	15.67918204	9.38638671	19.03303514
MAPKAPK2	57.56055668	74.40627198	47.12640436	56.45432242	73.02818941
TUBG2	3.702489168	6.198760263	7.892166682	6.499309746	11.00824328
PDHX	7.235466392	8.816799946	8.163164114	9.007242218	14.60729521
LINC02020	0	0	0.015635816	0	0
LINC02023	0	0	0	0	0.008471989
LINC02022	0	0	0	0	0
LINC02027	0	0	0	0	0
LINC02026	0.04344729	0.008390959	0.046807003	0.0161247	0.204967709
LINC02029	0	0.039264306	0.012168153	0	0
LINC02028	0.101274494	0.021337205	0.069431025	0.038440485	0.107836218
SAMD5	0.318367124	0.508423063	0.412159606	1.611494064	0.180179902
SAMD7	0	0	0	0.007494262	0
SAMD1	33.42795103	14.65787039	26.5870705	13.45160139	17.35668321
MIR124-1	0	0	0	0.009103282	0
PDHB	15.96192075	13.48698534	16.05316301	9.582411284	16.5279255
SAMD8	5.532848527	10.18476708	3.707383122	6.134526934	4.872528501
SAMD9	9.227383708	13.44492323	1.280813943	2.504585734	1.28319921
TMEM38A	1.085953337	1.564823063	3.612836026	1.196568083	1.263158048
PDIA4	55.19298541	77.72583277	150.12826	69.37375245	68.6476398
OR4A5	0	0	0	0	0
SDCBP2-AS1	0.77082895	0.849765506	0.691281836	0.742260694	1.183464623
SBSPON	1.905696822	1.336589948	0.473783409	4.698880222	0.71917773
LRRC18	0.590907124	0.060064037	0.01116844	0.011542359	0.08094879
LRRC19	0.01405506	0.010857794	0.005047305	0.031297734	0.00914571
LRRC17	15.62462756	11.67953055	1.6621679	6.793826219	3.159969507
LRRC14	6.456323294	3.630559734	4.963607015	4.691056436	16.35012684
LRRC15	28.2344789	16.64076159	5.458584338	36.76060301	0.986316371
LRRC10	0	0	0	0	0
FAM111B	6.434146691	2.576543488	7.959654218	9.108211706	2.072007696
FAM111A	12.53190492	5.9774455	4.278336802	2.836482273	3.992729548
EXOC3-AS1	1.169240695	2.450583803	3.143663951	1.516914394	2.639755608
SVOP	0.002325755	0	0	0	0
FAHD2B	5.926140231	3.157531661	3.380378768	2.871220233	4.897713468
FAHD2A	2.960806936	2.064775745	1.858550609	2.050377244	2.080044524
DROSHA	13.07019774	8.396232796	11.12142609	10.60572586	8.928400488
CCDC105	0	0	0	0	0
CCDC107	1.437026327	1.329469492	2.784171853	1.99997667	4.026883263
CCDC106	5.411384881	4.187627389	6.233288047	7.970818795	55.17593438
LINC01590	0.425169983	0.423254769	0.416407024	0.802599599	0.607395806
LINC01591	0	0	0	0	0
LINC01592	0.011907209	0	0.019241963	0.046401094	0
LINC01593	0	0	0	0	0
LINC01594	0	0	0	0.154055539	0
LINC01596	0	0	0	0	0
LMF1-AS1	0.058384797	0.094717004	0	0.026002192	0.045589598
CHRNA4	0.001587628	0.009198539	0	0	0.003099237
CHRNA5	0.65336826	0.573239362	0.080444826	0.249414344	0.282421457
CHRNA6	0.364738553	0.098115391	0.519246406	0.282818909	0
CHRNA7	0.011729613	0.030582032	0.006318323	0.00326493	0.005724396
CHRNA1	0.186731512	0.467660687	0.16872421	0.590185836	0.176381559
CHRNA2	0	0.00815012	0	0	0.017162473
CHRNA3	0.07451689	0.049342007	0.007645635	0.055311273	0.01039041
CHRNA9	0	0.012369248	0.103498439	0.00594242	0.083350679
LOC345051	0.085180036	0.246761823	0.045883439	0	0.41570364
LINC01046	0	0	0	0	0.081498442
LINC01047	0	0	0	0	0
LINC01044	0	0.089465246	0	0	0
LINC01043	0	0.002840784	0	0	0
LINC01040	0	0	0	0	0
LINC01048	0.860301696	0.80518721	0.392119331	0.552610181	0.290667144
AARS	21.29129734	22.38938379	47.85981351	27.00789505	37.14190027
LENEP	0.046323938	0.912545504	0.049906097	0.335250177	0.045214889
XBP1	0	0	0	0	0
FSHB	0	0	0	0	0
FLG-AS1	0.065953337	0.119732905	0.021316022	0.066089045	0.03433298
AQP12B	0	0	0	0.005699542	0
AQP12A	0	0	0	0	0
FSHR	0	0	0	0	0.005206131
PEF1	36.80787332	38.48194678	44.62729997	28.53002048	28.82728343
LOC101927272	0.025642824	0.02228575	0.027625744	0.010706495	0.006257226
AP5Z1	5.392529596	3.848450435	4.555919064	4.409893035	9.347864178
TMBIM7P	0.03941314	0.01522369	0.028307265	0	0.025646363
MIR762HG	0.88500415	0.809623503	0.551991675	0.435633415	0.618310494
SPATA7	1.520560329	1.186065444	0.715693513	1.657374861	1.181561375
LINC00319	0.008009587	0	0	0	0.015635656
SPATA5	1.517169337	1.392195079	1.945926271	2.063578333	1.656947225
LINC00311	0.021594173	0	0.011632008	0	0
LOC100506393	0.039230249	0	0	0	0
LINC00313	0.022025494	0	0.087005201	0	0
LINC00314	0	0	0	0	0
LINC00317	0	0	0	0	0
LINC00316	0	0	0	0	0.145085138
C3orf80	1.042827662	1.877208505	1.031612059	1.570015971	0.92823817
FGFR1OP2	6.680042125	5.410931767	3.987263929	5.50485256	6.948523585
C3orf84	0	0	0	0	0.037380373
MTCYBP41	0	0	0	0	0
MTCYBP40	0	0	0	0	0
MTCYBP43	0	0	0	0	0
MTCYBP42	0	0	0	0	0
MTCYBP45	0	0	0	0	0
MTCYBP44	0	0	0	0	0
LAPTM5	71.29967093	65.77441676	64.68974882	41.08393953	17.52166717
ARFRP1	4.380579085	3.583595101	2.424145948	2.643530027	5.338137263
FLJ42393	0.007448563	0.025893686	0.160490971	0	0
TPRG1-AS1	0.315361669	0.983860986	0.54882386	0.513179555	0.142066868
VRTN	0	0	0	0	0.01766963
HIST1H4D	0.216772272	0.753572645	0.934139757	0.362030516	0.105791247
KDM2A	19.86147746	12.60136083	12.60886185	13.21055632	30.70942556
SIRPG	1.199112272	1.101116853	0.138121021	0.554187659	0.176664776
PPHLN1	7.682780254	4.120067766	3.592191975	5.28293515	4.085465603
SIRPD	0.017244505	0.039965097	0.009288998	0.02879998	0
SIRPA	10.73279381	15.95884863	8.730465009	6.062225284	3.52342465
TRAPPC9	7.96407843	6.948624152	11.92572815	8.309205584	23.92985954
TRAPPC8	8.936739212	5.66479875	5.05311415	9.976702907	5.470098649
OSBPL10-AS1	0.014658203	0	0.015791699	0.024480607	0
OR1P1	0	0	0	0	0
TRAPPC3	13.12102217	15.30434039	18.34484155	11.8654039	12.23603096
TRAPPC2	2.53886581	2.51528161	2.392174826	2.607900192	3.931962861
TRAPPC5	0.208780491	0.134789674	0.324534883	0.089661465	0.375541198
PRPH	0.104875351	0.081018148	0	0.008649477	0.189563916
LOC105370016	0	0	0	0	0
LOC105370014	0	0	0	0	0
KRTAP1-5	0.014365537	0	0	0	0
LOC105369921	0.128092706	0	0.216853872	0.040748023	0
LOC105369920	0	0	0.046350446	0	0
LOC101929718	0.060472951	0.126134477	0.013029846	0.08079651	0.12985535
LOC101929719	0.269870887	0.118067896	0.032634035	0.06132113	0.217716318
HNRNPUL2-BSCL2	0.160588106	0.073454969	0.022763966	0.084693967	0.189742061
LOC101929710	0.022726125	0.052669056	0.012241751	0.113864437	0.022182036
MTCP1	0.497633737	0.458696393	0.292426359	0.277032047	0.275977165
PSMG4	0.977035783	0.7955262	0.737861016	0.630651738	0.763549187
ABCA17P	0.123455337	0.154978737	0.096980588	0.117409349	0.130541313
PSMG1	5.43887232	7.883897986	6.663406458	4.595988201	7.835030135
PSMG2	16.90823719	12.70968976	14.10144644	18.00659529	10.00729714
PSMG3	12.9831107	10.84606343	16.42203395	9.979482008	15.29093727
RRN3P2	0.27446092	0.351517013	0.093374072	0.184958777	0.105746056
FANK1-AS1	0	0	0	0	0
C9orf116	7.193257559	3.163873133	5.902520418	2.777380034	7.747052138
LOC401554	0.020759039	0.042096446	0.011182152	0.017334795	0.035458576
HSPC324	0.212491311	0.422108914	0.588658985	0.067596362	0.56295378
FOXM1	16.38017834	6.726931804	25.07590349	12.42742353	7.488698691
GDAP2	1.804232627	2.350175968	2.16415867	1.766692363	0.976432243
GDAP1	1.731717284	4.733819868	19.95098438	3.535605033	10.22300607
FAHD1	7.39978791	11.90143885	8.313659408	8.75925627	17.30172501
ILDR2	0.088900988	0.183454015	0.028863869	0.14643931	0.028527977
ILDR1	5.926185401	3.961041177	6.014335297	6.432447386	9.500791955
GLTP	16.69500274	14.26589045	20.4453949	12.28970061	29.38296943
SUGT1P3	0.762204531	0.147204273	0.177914672	0.495037971	0.32238114
IL3RA	6.367780555	9.383962516	4.580562493	3.677044449	7.691951634
NADSYN1	3.959083023	5.270791881	1.883960517	3.343066766	4.086535739
PDDC1	11.21589962	6.571262876	9.064885422	13.07199551	23.9464535
ARHGEF38-IT1	0.778668818	0.085933723	0.119840298	0	0
UBTF	32.77678583	23.90483726	23.76145372	26.79947334	36.24950005
CDCA2	4.702982043	2.170859989	4.507319941	4.186139962	3.201024398
CDCA3	4.19341032	2.079556565	2.887190843	2.700787358	4.843304056
CDCA7	0.782231614	0.398431902	0.175952608	2.229975463	1.413741084
CDCA4	9.749317821	6.478985502	2.790709999	6.29267527	10.84248721
CDCA5	7.482702674	2.755483975	13.0689127	4.709993958	5.524971447
NDUFA4L2	2.012598439	6.500705433	3.343228265	2.643364654	7.457717371
MUC7	1.172336674	0	0.006510266	0	0.041288078
RSF1	5.751378774	3.802812909	3.926680802	14.84996736	3.106713876
MUC4	0.04519435	0.018375511	0.003416783	0.011476325	0.013930214
LOC100294362	0.517902319	0.364015508	0.306415665	0.222144761	4.006733909
DEFA11P	0	0	0	0	0
CFAP47	0.871403729	0.064415931	0.016186001	0.06858442	0.007332253
FAP	9.119293425	8.508064365	6.380576049	9.247468051	2.382546377
SPRED1	8.92288207	7.917804202	3.038894602	14.13514402	3.018969676
SPRED2	18.18767306	13.84503316	12.20389975	53.91992881	11.59146932
SPRED3	0.64588082	0.344145215	0.378976549	2.802649611	0.740177911
ASTL	0.408905373	0.130303371	0.627748694	0.011381854	0.039911571
LLPH-AS1	0.461380469	0.188695558	0.116954897	0.271958719	0.476824753
RELT	2.473919551	1.651852217	1.14388531	1.825385122	0.942382134
RELN	0.195269944	0.953142429	0.072044476	0.078923913	0.168402393
RELB	10.69647954	6.997921392	5.467718522	6.314480202	2.387152469
RELA	17.01035502	12.90534529	15.54537462	9.478255751	15.88425366
HDGF	145.5056524	89.92848199	160.6437272	156.7123284	54.3225199
CRISPLD2	15.5963363	16.01131362	4.841517939	9.312343024	4.479651649
CRISPLD1	1.652488953	1.500842019	12.00080689	1.239016172	1.344105385
ARHGAP26-AS1	0.085395137	0	0.36799445	0	0
PTH2R	0.250349753	1.044358991	0.053941783	0.167243254	0.154132304
UBE2R2	23.74206949	16.82824802	31.72888783	28.63337111	25.34441548
FAM69C	0.026398497	0.2090316	0.009479951	0.004898669	0.180365404
KLK1	0.668365978	0.148306139	0.091921238	0.015833126	0.145741011
KLK2	0.031732694	0.006128523	0.005697756	0.008832775	0.002581081
KLK3	0.087475252	0.016894062	0.003926649	0.012174339	0.007115083
KLK4	3.390385545	0.668284578	1.299105988	2.899237665	0.034115627
KLK5	2.45491647	0.308176109	0.815465015	0.387217152	0.958457176
KLK6	1.574451236	0.148731443	0.147495751	0.028581357	0.283965978
KLK7	1.208723612	0.096596001	0.172128875	0.116016353	0.311897283
KLK8	0.181321578	0.042022282	0.156274319	0.050470742	0.070792212
KLK9	0	0	0	0	0
ZNF841	4.685557681	3.532844184	1.525412962	2.753357349	5.431851195
ZNF843	0.555704553	0.596715938	0.151664671	0.375356793	0.213344136
RHBDL2	1.584958191	1.03046678	3.682248578	1.05746588	0.141711065
RHBDL3	1.057547034	0.090640677	0.104494353	0.665375109	0.04886287
ZNF846	1.936321641	1.838085424	1.736826565	1.458116773	0.894357902
RHBDL1	1.157729616	0.426384522	2.301137268	0.259801092	0.648224073
TRIM6-TRIM34	0	0	0	0	0
COPS8	15.78529923	16.36252001	11.22592556	16.49967627	12.42193994
COPS9	14.06393834	28.17378611	51.22558542	10.06370263	30.012131
COPS2	8.72429016	11.88356969	16.33108898	13.01747969	9.433987256
COPS3	12.66298395	13.00102017	18.90828871	19.52108019	14.65656521
COPS6	31.56364904	32.96658841	52.00599297	25.53895074	34.34736884
COPS4	9.94769535	11.75793101	10.69139455	17.69584047	13.61093686
COPS5	7.522741857	5.966776384	10.1979025	9.341401882	13.67118292
ZNF592	8.240011337	9.346005461	7.658935383	11.34765826	5.991473084
ZNF593	0.829852132	1.302185859	1.527289848	0.875832517	1.181227418
ZNF596	1.042439136	0.742237569	0.517549854	1.020811766	2.044157996
ZNF597	1.530420888	3.099038456	1.25887744	1.256632679	1.640464739
ZNF594	1.874097046	1.338392665	1.055785356	3.517841126	2.329238967
ZNF595	2.867478821	2.919255738	1.806288546	2.264048457	3.033812139
ZNF598	8.337224803	10.4445393	6.474894047	6.2832048	12.15026309
ZNF599	1.455461853	0.879315932	0.855034779	0.889201498	1.546893434
ZSWIM8-AS1	0.057904922	0.04025936	0	0.012894238	0.022607445
RCC1L	10.69861052	12.68214631	16.53133503	13.28469082	15.8859323
CRY2	10.51855981	9.752202378	3.74597576	10.00185211	10.32263209
ZFR2	0.014222945	0.151627336	0.006129113	0.003167158	0.013882431
FDFT1	21.76098577	26.93363083	36.39643376	14.90268486	140.1300849
FAM135A	0.552483716	1.169393305	0.309644966	0.455127985	0.724723491
FAM135B	0.035988175	0.053206377	0.312842548	0	0.261632429
IGF2	23.13707768	37.3946523	10.28892234	6.43884164	10.63890984
IGF1	0.564513916	3.546925826	0.078836452	0.135017193	0.373454744
SST	0	0	0	0	0
CYP27A1	19.88970979	9.931092128	7.12019298	37.89099009	2.002763422
DDRGK1	25.7776782	42.71506427	23.41595688	27.07719506	79.14802155
FBXL20	2.934968513	3.377900646	3.607499133	3.982401277	6.170472383
FBXL22	0.739209041	0.515031664	0.302419346	0.317753403	0.511451207
SSB	21.59082351	19.45110569	19.56596189	23.66361171	14.78627683
ZNF337	1.55239112	1.107000778	0.72424542	1.107966791	1.359817386
ZNF334	0.320185118	0.585075338	0.23880776	0.211153705	1.240462083
ZNF335	5.681041799	3.920661827	7.643774622	4.680740248	6.903311385
TEX19	0.026200781	2.074660226	0.084680541	0.097239601	0.025573504
ZNF333	1.802807479	1.488323822	0.582037212	1.28087276	3.192379113
ZNF330	9.880917789	10.73127859	8.037616944	10.72672437	11.60316392
ZNF331	2.699891911	2.15501494	3.945797631	2.362942449	4.121587549
TEX15	0.001449733	0.001679918	0	0	0
TEX14	0.111133953	0.191329618	0.256559511	0.060100465	4.187068546
TEX11	0.030094756	0.110431589	0.021614625	0.094937697	0.097914177
TEX10	3.909782432	2.846783866	2.310519621	5.315032783	3.647984075
TEX12	0.043917499	0.01696354	0.015771191	0	0.042866064
NOTCH2NL	0.139086849	0.334505318	0.011308847	0.242514932	0.110142431
THYN1	13.09410912	12.50098425	8.88865499	6.778632735	7.250919073
FLJ37035	0.354718263	0.182684278	0.323764348	0.241353678	0.480869304
NTF3	0.231699036	0.100682882	0.07488479	0.038695965	0.050884176
NTF4	0.154610801	0.071663821	0.073289312	0.096400225	0.060363696
UGDH	17.25099997	149.2789219	7.227747602	50.90122209	22.5458539
NCAPH2	14.00188303	11.79666807	18.63089849	15.26785486	14.96227806
SLCO1A2	0	0.015306944	0.001581226	0.006536662	0.00143259
TSEN54	11.04442121	13.28215599	11.97260315	5.986974422	34.98824064
CXADR	0.85528048	0.392913364	0.457982916	12.75136278	1.187990421
CYP24A1	0.097907718	0.009865503	11.68521349	0	0.004154943
GTF3C2	16.49414609	10.33836107	12.08870276	16.79439663	10.84212617
LINC-ROR	0	0	0.013995947	0	0
ZNF33B	6.887862603	2.016602853	3.019508088	6.327318946	4.044901003
ZNF33A	17.1554665	7.034479937	6.917762472	14.89931465	6.98922535
TTC23	2.887711296	3.582044076	0.73182891	1.188081929	3.288338851
FAM166B	2.612643064	1.442333648	0.17259798	0.315589284	1.635908959
MAD2L2	8.61689344	8.187281137	9.118822756	6.467755771	12.46197972
MAD2L1	4.627115013	4.267622954	7.276149131	5.688942999	8.880501548
BMPER	0.189528474	0.519105069	0.058780363	0.108707533	0.067269434
SYNJ2BP-COX16	0.168600656	0.320966127	0.15568996	0.053634151	0.717029561
LRP2BP	0.889060841	0.282180192	0.091573619	0.509007036	0.686148228
LINC01208	0.065031681	0.075357264	0	0.036203052	0.015868687
LINC01209	0	0	0	0	0
LINC01201	0	0	0	0	0
LINC01203	0	0	0	0	0
BIRC6-AS2	0.172240107	0.033264667	0	0	0.028019413
LINC01205	0	0	0	0	0
LINC01206	0	0.001385146	0	0.007985403	0
LINC01207	0	0.442221941	0.17701802	0.413100652	0.062081885
LOC100652999	0.066249079	0	0.023790673	0.040978639	0.007184778
GALNS	2.654363824	2.264305522	4.904066954	1.642365527	2.954197272
SNORA74A	0	0	0	0	0
SNORA74B	0.084120583	0	0.181250998	0	0.164213279
MIR4525	0	0	0	0	0.66013738
MIR4526	1.554780431	0	0.209376152	0.865544223	0
MIR4527	0	0	0	0	0
MIR4522	0	0	0	0	0
MIR4523	7.876569856	8.537560895	6.243552476	11.06030945	9.116738256
